ViPhOG	Best_taxon	Rank	Max_evalue
ViPhOG8675	Pecentumvirus	Genus	1.2e-126
ViPhOG10923	Bixzunavirus	Genus	1.7e-27
ViPhOG11358	Phifelvirus	Genus	7.6e-67
ViPhOG11021	Bixzunavirus	Genus	2.1e-41
ViPhOG11011	Bixzunavirus	Genus	6.1e-35
ViPhOG31019	Sextaecvirus	Genus	3.2e-31
ViPhOG3311	Polerovirus	Genus	2.1e-54
ViPhOG10997	Bixzunavirus	Genus	5.1e-188
ViPhOG11491	Kolesnikvirus	Genus	2.7e-50
ViPhOG20024	Marseillevirus	Genus	3.1e-12
ViPhOG11165	Kostyavirus	Genus	8.9e-19
ViPhOG13253	Trichomonasvirus	Genus	2.6e-271
ViPhOG11065	Bixzunavirus	Genus	8.5e-29
ViPhOG21723	Vidavervirus	Genus	2e-77
ViPhOG10895	Bixzunavirus	Genus	2.5e-26
ViPhOG5771	Inhavirus	Genus	4e-63
ViPhOG8657	Kochikohdavirus	Genus	3.9e-79
ViPhOG23896	Kochikohdavirus	Genus	1.2e-64
ViPhOG8052	Mimivirus	Genus	4.6e-53
ViPhOG11182	Kostyavirus	Genus	2.7e-28
ViPhOG10931	Bixzunavirus	Genus	7.9e-47
ViPhOG11050	Bixzunavirus	Genus	6.4e-29
ViPhOG7377	Mimivirus	Genus	8.3e-72
ViPhOG14733	Fromanvirus	Genus	5.3e-06
ViPhOG9380	Varicellovirus	Genus	3.2e-27
ViPhOG11003	Bixzunavirus	Genus	1e-53
ViPhOG14289	Kostyavirus	Genus	0.0001
ViPhOG11036	Bixzunavirus	Genus	1.4e-49
ViPhOG15131	Mimivirus	Genus	4.9e-12
ViPhOG11005	Bixzunavirus	Genus	6.3e-24
ViPhOG11063	Bixzunavirus	Genus	6.6e-54
ViPhOG11038	Bixzunavirus	Genus	8.1e-49
ViPhOG25255	Chlorovirus	Genus	1.4e-108
ViPhOG3263	Alphabaculovirus	Genus	9.5e-09
ViPhOG7341	Mimivirus	Genus	8.6e-137
ViPhOG11046	Bixzunavirus	Genus	4.3e-46
ViPhOG18939	Pandoravirus	Genus	2.3e-45
ViPhOG1232	Rubivirus	Genus	3.8e-131
ViPhOG9184	Sopolycivirus	Genus	2.3e-09
ViPhOG10906	Bixzunavirus	Genus	9.1e-35
ViPhOG10970	Bixzunavirus	Genus	2.4e-05
ViPhOG11393	Invictavirus	Genus	2.7e-90
ViPhOG10993	Bixzunavirus	Genus	8.3e-37
ViPhOG11039	Bixzunavirus	Genus	1.4e-37
ViPhOG13793	Rogunavirus	Genus	4.9e-31
ViPhOG22437	Fromanvirus	Genus	6.8e-120
ViPhOG11192	Kostyavirus	Genus	5.4e-32
ViPhOG8036	Mimivirus	Genus	2.1e-23
ViPhOG29291	Reptarenavirus	Genus	8.4e-29
ViPhOG7376	Mimivirus	Genus	4.6e-24
ViPhOG23123	Kochikohdavirus	Genus	2.9e-32
ViPhOG11043	Bixzunavirus	Genus	1.3e-39
ViPhOG14457	Fromanvirus	Genus	2.3e-39
ViPhOG10955	Bixzunavirus	Genus	5.6e-59
ViPhOG10988	Bixzunavirus	Genus	3.8e-26
ViPhOG6623	Varicellovirus	Genus	9e-64
ViPhOG922	Tombusvirus	Genus	2.5e-88
ViPhOG19441	Pandoravirus	Genus	2e-12
ViPhOG11062	Bixzunavirus	Genus	4.2e-19
ViPhOG12499	Fromanvirus	Genus	4e-09
ViPhOG18685	Abouovirus	Genus	5.3e-38
ViPhOG15948	Pipefishvirus	Genus	4.8e-33
ViPhOG10961	Bixzunavirus	Genus	2.9e-77
ViPhOG11890	Slopekvirus	Genus	3.8e-93
ViPhOG12003	Capillovirus	Genus	3.4e-41
ViPhOG10950	Bixzunavirus	Genus	8.6e-43
ViPhOG30880	Caeruleovirus	Genus	2.1e-34
ViPhOG10930	Bixzunavirus	Genus	7.7e-22
ViPhOG17262	Pahexavirus	Genus	0.00082
ViPhOG1470	Vesivirus	Genus	2.6e-40
ViPhOG10918	Bixzunavirus	Genus	7.5e-33
ViPhOG3161	Alphabaculovirus	Genus	2e-13
ViPhOG11068	Bixzunavirus	Genus	9.9e-17
ViPhOG11048	Bixzunavirus	Genus	1.8e-34
ViPhOG15955	Bixzunavirus	Genus	2.2e-15
ViPhOG10957	Bixzunavirus	Genus	6.4e-26
ViPhOG1744	Alphatorquevirus	Genus	1.1e-16
ViPhOG10118	Cytomegalovirus	Genus	1.7e-24
ViPhOG1520	Orthopoxvirus	Genus	3.8e-26
ViPhOG10919	Bixzunavirus	Genus	2.5e-22
ViPhOG2276	Whispovirus	Genus	2.6e-45
ViPhOG22442	Timquatrovirus	Genus	0.00033
ViPhOG6733	Tequintavirus	Genus	1.7e-81
ViPhOG10058	Ipomovirus	Genus	3.4e-07
ViPhOG10972	Bixzunavirus	Genus	2.4e-33
ViPhOG11012	Bixzunavirus	Genus	3.8e-92
ViPhOG12278	Prasinovirus	Genus	3.8e-43
ViPhOG18106	Rogunavirus	Genus	6.8e-23
ViPhOG11041	Bixzunavirus	Genus	6.5e-36
ViPhOG18277	Proboscivirus	Genus	3.7e-08
ViPhOG10934	Bixzunavirus	Genus	7.1e-52
ViPhOG9944	Bixzunavirus	Genus	3.3e-63
ViPhOG10168	Cytomegalovirus	Genus	2.9e-39
ViPhOG11016	Bixzunavirus	Genus	4.4e-36
ViPhOG29290	Reptarenavirus	Genus	3.1e-102
ViPhOG1859	Detrevirus	Genus	2e-79
ViPhOG228	Norovirus	Genus	6.1e-68
ViPhOG11086	Kostyavirus	Genus	4.1e-49
ViPhOG3827	Asfivirus	Genus	4.6e-37
ViPhOG10929	Bixzunavirus	Genus	1.5e-57
ViPhOG1723	Orthopoxvirus	Genus	6.4e-12
ViPhOG11004	Bixzunavirus	Genus	1.5e-31
ViPhOG6755	Tequintavirus	Genus	9e-42
ViPhOG2743	Whispovirus	Genus	6.3e-41
ViPhOG15750	Alphabaculovirus	Genus	1.4e-07
ViPhOG493	Trichovirus	Genus	9.1e-06
ViPhOG7378	Mimivirus	Genus	6e-21
ViPhOG6931	Mimivirus	Genus	2.2e-187
ViPhOG4623	Dhakavirus	Genus	7.6e-81
ViPhOG21924	Baltimorevirus	Genus	5.7e-55
ViPhOG10726	Iotatorquevirus	Genus	2.2e-16
ViPhOG15695	Bignuzvirus	Genus	4.6e-51
ViPhOG11013	Bixzunavirus	Genus	5.7e-32
ViPhOG11015	Bixzunavirus	Genus	5.1e-46
ViPhOG7063	Mimivirus	Genus	2.8e-168
ViPhOG14975	Bixzunavirus	Genus	8.8e-20
ViPhOG15183	Mimivirus	Genus	3.2e-32
ViPhOG10967	Bixzunavirus	Genus	1.3e-24
ViPhOG10953	Bixzunavirus	Genus	2.4e-55
ViPhOG22724	Nonagvirus	Genus	6e-69
ViPhOG11054	Bixzunavirus	Genus	7.2e-16
ViPhOG1119	Lymphocryptovirus	Genus	1.7e-15
ViPhOG11195	Kostyavirus	Genus	2.1e-35
ViPhOG10025	Bixzunavirus	Genus	3.3e-81
ViPhOG11029	Bixzunavirus	Genus	2e-27
ViPhOG10904	Bixzunavirus	Genus	5.6e-19
ViPhOG11149	Kostyavirus	Genus	9e-101
ViPhOG3962	Muromegalovirus	Genus	2.2e-105
ViPhOG14157	Kostyavirus	Genus	1.3e-37
ViPhOG1953	Levivirus	Genus	7.3e-27
ViPhOG10926	Bixzunavirus	Genus	3.1e-41
ViPhOG663	Mastadenovirus	Genus	8.9e-21
ViPhOG11025	Bixzunavirus	Genus	1e-66
ViPhOG10936	Bixzunavirus	Genus	2.2e-58
ViPhOG11187	Kostyavirus	Genus	1.4e-40
ViPhOG11141	Kostyavirus	Genus	8.2e-65
ViPhOG247	Closterovirus	Genus	1.3e-20
ViPhOG14827	Kostyavirus	Genus	2.1e-15
ViPhOG11185	Kostyavirus	Genus	1.2e-36
ViPhOG11193	Kostyavirus	Genus	2.8e-37
ViPhOG11130	Kostyavirus	Genus	1.7e-34
ViPhOG22733	Seuratvirus	Genus	1.8e-87
ViPhOG14974	Bixzunavirus	Genus	2.7e-30
ViPhOG236	Closterovirus	Genus	4.4e-45
ViPhOG27057	Tunavirus	Genus	1.8e-22
ViPhOG6349	Orthopoxvirus	Genus	7.8e-24
ViPhOG10982	Bixzunavirus	Genus	1e-36
ViPhOG5967	Seunavirus	Genus	1.1e-93
ViPhOG1071	Lymphocryptovirus	Genus	8.7e-36
ViPhOG27003	Avipoxvirus	Genus	3.5e-20
ViPhOG11136	Kostyavirus	Genus	9.6e-32
ViPhOG10001	Bixzunavirus	Genus	1.4e-51
ViPhOG11092	Kostyavirus	Genus	1.1e-06
ViPhOG22246	Timquatrovirus	Genus	2.1e-61
ViPhOG30684	Likavirus	Genus	6.5e-28
ViPhOG14075	Omegavirus	Genus	8.5e-84
ViPhOG8174	Mimivirus	Genus	4e-45
ViPhOG10963	Bixzunavirus	Genus	8.6e-34
ViPhOG6771	Tequintavirus	Genus	3.8e-144
ViPhOG11129	Kostyavirus	Genus	2e-30
ViPhOG27968	Kostyavirus	Genus	2.1e-25
ViPhOG9996	Bixzunavirus	Genus	2.4e-08
ViPhOG11209	Kostyavirus	Genus	1.3e-29
ViPhOG17029	Ascovirus	Genus	3.4e-41
ViPhOG29966	Phicbkvirus	Genus	9.8e-51
ViPhOG10994	Bixzunavirus	Genus	4.8e-40
ViPhOG15070	Fromanvirus	Genus	1.3e-07
ViPhOG11064	Bixzunavirus	Genus	1.2e-34
ViPhOG18036	Andromedavirus	Genus	4.5e-164
ViPhOG14290	Kostyavirus	Genus	2e-51
ViPhOG9003	Cytomegalovirus	Genus	9.1e-05
ViPhOG14158	Kostyavirus	Genus	4.1e-06
ViPhOG16066	Bequatrovirus	Genus	2.2e-27
ViPhOG10952	Bixzunavirus	Genus	1e-126
ViPhOG11162	Kostyavirus	Genus	5.9e-36
ViPhOG6706	Tequintavirus	Genus	1.1e-115
ViPhOG9943	Bixzunavirus	Genus	4.5e-47
ViPhOG11176	Kostyavirus	Genus	3.3e-74
ViPhOG9343	Orthopoxvirus	Genus	6e-10
ViPhOG11170	Kostyavirus	Genus	1.1e-37
ViPhOG19512	Pandoravirus	Genus	2.8e-29
ViPhOG10010	Bixzunavirus	Genus	1.9e-88
ViPhOG8356	Ranavirus	Genus	5.8e-29
ViPhOG10976	Bixzunavirus	Genus	4.1e-89
ViPhOG24110	Emdodecavirus	Genus	2.6e-104
ViPhOG16991	Ascovirus	Genus	2.9e-95
ViPhOG10969	Bixzunavirus	Genus	3.6e-46
ViPhOG10947	Bixzunavirus	Genus	1.5e-61
ViPhOG25551	Ravinvirus	Genus	4.8e-47
ViPhOG2441	Ranavirus	Genus	1.7e-45
ViPhOG24820	Nankokuvirus	Genus	4.5e-52
ViPhOG13926	Varicellovirus	Genus	7e-69
ViPhOG11175	Kostyavirus	Genus	6.6e-45
ViPhOG27304	Alphasphaerolipovirus	Genus	2.2e-168
ViPhOG10959	Bixzunavirus	Genus	3.2e-25
ViPhOG10965	Bixzunavirus	Genus	2e-144
ViPhOG20593	Respirovirus	Genus	1.1e-24
ViPhOG11135	Kostyavirus	Genus	2.3e-21
ViPhOG253	Closterovirus	Genus	2.1e-34
ViPhOG18443	Siminovitchvirus	Genus	3.8e-42
ViPhOG11206	Kostyavirus	Genus	5.2e-40
ViPhOG9982	Bixzunavirus	Genus	1.7e-137
ViPhOG9954	Bixzunavirus	Genus	5.2e-49
ViPhOG20869	Mosigvirus	Genus	7.9e-57
ViPhOG21053	Helsingorvirus	Genus	6.6e-102
ViPhOG15192	Mimivirus	Genus	2.8e-12
ViPhOG10995	Bixzunavirus	Genus	9e-59
ViPhOG24763	Nankokuvirus	Genus	1.8e-46
ViPhOG10012	Bixzunavirus	Genus	8.5e-20
ViPhOG10973	Bixzunavirus	Genus	5.7e-40
ViPhOG9634	Alphabaculovirus	Genus	4.7e-08
ViPhOG1468	Vesivirus	Genus	6.6e-30
ViPhOG16028	Tsarbombavirus	Genus	7.7e-33
ViPhOG11139	Kostyavirus	Genus	1.1e-36
ViPhOG11089	Kostyavirus	Genus	2.4e-36
ViPhOG13785	Tunavirus	Genus	2.3e-32
ViPhOG11024	Bixzunavirus	Genus	4.8e-60
ViPhOG11676	Kobuvirus	Genus	6.4e-21
ViPhOG22250	Deltaarterivirus	Genus	4.4e-32
ViPhOG11057	Bixzunavirus	Genus	2.1e-78
ViPhOG25036	Chlorovirus	Genus	5.7e-06
ViPhOG1141	Respirovirus	Genus	5.9e-08
ViPhOG25347	Chlorovirus	Genus	2.6e-12
ViPhOG18732	Bronvirus	Genus	4e-78
ViPhOG11023	Bixzunavirus	Genus	8.7e-46
ViPhOG24078	Emdodecavirus	Genus	6.3e-128
ViPhOG11066	Bixzunavirus	Genus	8.4e-44
ViPhOG10004	Bixzunavirus	Genus	2.9e-66
ViPhOG10927	Bixzunavirus	Genus	5.4e-29
ViPhOG17486	Mimivirus	Genus	7.8e-77
ViPhOG17837	Chloriridovirus	Genus	5.4e-49
ViPhOG9765	Robigovirus	Genus	5.5e-69
ViPhOG8518	Cytomegalovirus	Genus	9.5e-22
ViPhOG9972	Bixzunavirus	Genus	1.8e-40
ViPhOG9964	Bixzunavirus	Genus	2.6e-52
ViPhOG16648	Nankokuvirus	Genus	1.5e-39
ViPhOG5489	Perisivirus	Genus	7.1e-11
ViPhOG10027	Bixzunavirus	Genus	2e-58
ViPhOG9183	Closterovirus	Genus	5.9e-31
ViPhOG25606	Alphacarmotetravirus	Genus	0.0
ViPhOG6419	Alphaarterivirus	Genus	2.9e-32
ViPhOG8478	Cytomegalovirus	Genus	1.8e-15
ViPhOG11100	Kostyavirus	Genus	1.7e-44
ViPhOG11031	Bixzunavirus	Genus	1e-31
ViPhOG24880	Nankokuvirus	Genus	1e-38
ViPhOG6743	Tequintavirus	Genus	1.9e-154
ViPhOG11191	Kostyavirus	Genus	4.1e-29
ViPhOG3821	Asfivirus	Genus	3.5e-161
ViPhOG12536	Sobemovirus	Genus	6.8e-12
ViPhOG13583	Erskinevirus	Genus	2e-26
ViPhOG25121	Chlorovirus	Genus	3.2e-17
ViPhOG27987	Bixzunavirus	Genus	1.6e-13
ViPhOG11081	Kostyavirus	Genus	1.4e-18
ViPhOG11179	Kostyavirus	Genus	7.2e-29
ViPhOG16503	Betatorquevirus	Genus	1e-07
ViPhOG783	Simplexvirus	Genus	0.00014
ViPhOG6046	Orthopoxvirus	Genus	1.6e-58
ViPhOG22297	Torovirus	Genus	0.0
ViPhOG3923	Asfivirus	Genus	9.3e-177
ViPhOG430	Gammacarmovirus	Genus	1.1e-37
ViPhOG11022	Bixzunavirus	Genus	1.2e-29
ViPhOG11190	Kostyavirus	Genus	1.8e-41
ViPhOG10003	Bixzunavirus	Genus	1e-75
ViPhOG11101	Kostyavirus	Genus	1.3e-23
ViPhOG11845	Slopekvirus	Genus	2.6e-22
ViPhOG8479	Cytomegalovirus	Genus	4.4e-13
ViPhOG12905	Schizotequatrovirus	Genus	4.8e-89
ViPhOG21878	Liefievirus	Genus	5.2e-44
ViPhOG10998	Bixzunavirus	Genus	7.5e-52
ViPhOG14507	Timquatrovirus	Genus	1.6e-13
ViPhOG20285	Marseillevirus	Genus	1.5e-67
ViPhOG3831	Asfivirus	Genus	3.4e-37
ViPhOG11115	Kostyavirus	Genus	2.7e-21
ViPhOG11177	Kostyavirus	Genus	3.2e-37
ViPhOG8945	Cytomegalovirus	Genus	1.4e-05
ViPhOG16966	Sextaecvirus	Genus	7.5e-54
ViPhOG703	Nucleorhabdovirus	Genus	3.6e-135
ViPhOG9978	Bixzunavirus	Genus	4.8e-123
ViPhOG3185	Alphabaculovirus	Genus	1.9e-08
ViPhOG4539	Tequatrovirus	Genus	3.7e-97
ViPhOG20105	Marseillevirus	Genus	1.6e-06
ViPhOG11152	Kostyavirus	Genus	2.9e-18
ViPhOG9955	Bixzunavirus	Genus	3.7e-50
ViPhOG9989	Bixzunavirus	Genus	2.3e-201
ViPhOG31116	Unaquatrovirus	Genus	1.6e-41
ViPhOG11058	Bixzunavirus	Genus	4e-180
ViPhOG10960	Bixzunavirus	Genus	3.3e-137
ViPhOG1279	Mastadenovirus	Genus	4.4e-28
ViPhOG10999	Bixzunavirus	Genus	4.1e-27
ViPhOG13770	Webervirus	Genus	3.2e-29
ViPhOG29394	Bastillevirus	Genus	1e-63
ViPhOG3276	Alphabaculovirus	Genus	1.3e-07
ViPhOG6624	Varicellovirus	Genus	1.3e-97
ViPhOG11007	Bixzunavirus	Genus	4.1e-51
ViPhOG9985	Bixzunavirus	Genus	2.6e-123
ViPhOG10974	Bixzunavirus	Genus	7.6e-203
ViPhOG18338	Proboscivirus	Genus	5.1e-14
ViPhOG11034	Bixzunavirus	Genus	6.2e-63
ViPhOG10000	Bixzunavirus	Genus	2.2e-115
ViPhOG2948	Betanudivirus	Genus	4e-40
ViPhOG1478	Orthopoxvirus	Genus	2.9e-13
ViPhOG10977	Bixzunavirus	Genus	3.3e-200
ViPhOG11160	Kostyavirus	Genus	5.7e-46
ViPhOG3268	Alphabaculovirus	Genus	1.2e-31
ViPhOG10369	Firehammervirus	Genus	3.1e-98
ViPhOG9987	Bixzunavirus	Genus	1.7e-109
ViPhOG8497	Cytomegalovirus	Genus	3.1e-09
ViPhOG20804	Simplexvirus	Genus	1.6e-05
ViPhOG1090	Lymphocryptovirus	Genus	2.3e-30
ViPhOG11002	Bixzunavirus	Genus	0.0
ViPhOG8672	Pecentumvirus	Genus	2.9e-59
ViPhOG9940	Bixzunavirus	Genus	1.6e-35
ViPhOG11008	Bixzunavirus	Genus	1.9e-35
ViPhOG10006	Bixzunavirus	Genus	6.8e-27
ViPhOG9963	Bixzunavirus	Genus	1.3e-40
ViPhOG10975	Bixzunavirus	Genus	1.7e-33
ViPhOG11128	Kostyavirus	Genus	5.6e-33
ViPhOG11166	Kostyavirus	Genus	1e-61
ViPhOG17684	Mimivirus	Genus	3.6e-08
ViPhOG18875	Krischvirus	Genus	1.7e-48
ViPhOG17664	Mimivirus	Genus	4.1e-05
ViPhOG10005	Bixzunavirus	Genus	4.6e-31
ViPhOG9979	Bixzunavirus	Genus	4.1e-85
ViPhOG9998	Bixzunavirus	Genus	7.8e-62
ViPhOG27096	Gammabaculovirus	Genus	2.1e-26
ViPhOG3155	Alphabaculovirus	Genus	3e-13
ViPhOG1972	Ceduovirus	Genus	2e-39
ViPhOG10968	Bixzunavirus	Genus	9.7e-36
ViPhOG10996	Bixzunavirus	Genus	2e-24
ViPhOG8547	Cytomegalovirus	Genus	1.1e-10
ViPhOG11159	Kostyavirus	Genus	4.4e-55
ViPhOG3553	Sobemovirus	Genus	6.9e-86
ViPhOG9967	Bixzunavirus	Genus	1.5e-105
ViPhOG6713	Tequintavirus	Genus	4.1e-49
ViPhOG9960	Bixzunavirus	Genus	1.8e-52
ViPhOG10788	Tobamovirus	Genus	1.2e-31
ViPhOG6627	Varicellovirus	Genus	6.1e-89
ViPhOG8599	Cytomegalovirus	Genus	5.4e-22
ViPhOG16906	Phimunavirus	Genus	2e-14
ViPhOG11188	Kostyavirus	Genus	2.9e-44
ViPhOG11145	Kostyavirus	Genus	5.3e-49
ViPhOG13901	Varicellovirus	Genus	5.2e-05
ViPhOG14972	Bixzunavirus	Genus	8.3e-26
ViPhOG6122	Kayvirus	Genus	6e-41
ViPhOG17701	Mimivirus	Genus	8.4e-23
ViPhOG10017	Bixzunavirus	Genus	9.2e-118
ViPhOG11033	Bixzunavirus	Genus	2.1e-51
ViPhOG1227	Rubivirus	Genus	5.8e-36
ViPhOG9999	Bixzunavirus	Genus	3.3e-77
ViPhOG16440	Allexivirus	Genus	2e-35
ViPhOG17322	Mimivirus	Genus	3e-57
ViPhOG14607	Corndogvirus	Genus	4.4e-46
ViPhOG11006	Bixzunavirus	Genus	1.1e-293
ViPhOG9993	Bixzunavirus	Genus	3e-41
ViPhOG11090	Kostyavirus	Genus	4.4e-83
ViPhOG18530	Siminovitchvirus	Genus	3e-59
ViPhOG9959	Bixzunavirus	Genus	0.0
ViPhOG11203	Kostyavirus	Genus	2.1e-21
ViPhOG9986	Bixzunavirus	Genus	2.8e-33
ViPhOG13794	Tunavirus	Genus	4.3e-24
ViPhOG21805	Cepunavirus	Genus	5.8e-28
ViPhOG9977	Bixzunavirus	Genus	4.8e-166
ViPhOG10984	Bixzunavirus	Genus	9.1e-46
ViPhOG23252	Kochikohdavirus	Genus	1.3e-31
ViPhOG9554	Betacoronavirus	Genus	2.4e-29
ViPhOG14979	Bixzunavirus	Genus	2.9e-144
ViPhOG1718	Orthopoxvirus	Genus	7.6e-28
ViPhOG14499	Timquatrovirus	Genus	5e-14
ViPhOG1697	Orthopoxvirus	Genus	4.2e-11
ViPhOG23615	Certrevirus	Genus	1.7e-39
ViPhOG9344	Orthopoxvirus	Genus	0.00019
ViPhOG3470	Avipoxvirus	Genus	8.2e-211
ViPhOG25549	Ravinvirus	Genus	1.5e-186
ViPhOG1638	Orthopoxvirus	Genus	1.5e-41
ViPhOG1145	Caulimovirus	Genus	9e-57
ViPhOG2517	Avihepadnavirus	Genus	1.5e-35
ViPhOG15360	Mimivirus	Genus	5.6e-07
ViPhOG11037	Bixzunavirus	Genus	2.8e-85
ViPhOG16233	Cheoctovirus	Genus	1.5e-09
ViPhOG8492	Cytomegalovirus	Genus	5e-65
ViPhOG10992	Bixzunavirus	Genus	2e-58
ViPhOG10008	Bixzunavirus	Genus	2.4e-48
ViPhOG30231	Lightbulbvirus	Genus	5.8e-59
ViPhOG10945	Bixzunavirus	Genus	1e-25
ViPhOG12104	Cytomegalovirus	Genus	7.5e-05
ViPhOG13215	Mimivirus	Genus	4.7e-39
ViPhOG6123	Twortvirus	Genus	1.3e-30
ViPhOG9990	Bixzunavirus	Genus	2.3e-50
ViPhOG497	Trichovirus	Genus	2.2e-34
ViPhOG10021	Bixzunavirus	Genus	9.1e-204
ViPhOG19313	Pandoravirus	Genus	1e-16
ViPhOG6026	Orthopoxvirus	Genus	3.6e-27
ViPhOG15722	Alphabaculovirus	Genus	0.00025
ViPhOG4227	Cyprinivirus	Genus	2.6e-41
ViPhOG8090	Mimivirus	Genus	1e-107
ViPhOG243	Closterovirus	Genus	2.6e-66
ViPhOG9991	Bixzunavirus	Genus	1.2e-33
ViPhOG11360	Phifelvirus	Genus	8.5e-34
ViPhOG14858	Cheoctovirus	Genus	5.5e-05
ViPhOG7709	Mimivirus	Genus	9.1e-83
ViPhOG4153	Muromegalovirus	Genus	5.3e-83
ViPhOG18412	Seunavirus	Genus	9.1e-37
ViPhOG339	Varicellovirus	Genus	9.1e-56
ViPhOG30576	Caeruleovirus	Genus	5.9e-21
ViPhOG11035	Bixzunavirus	Genus	2.1e-40
ViPhOG11114	Kostyavirus	Genus	1.3e-31
ViPhOG11009	Bixzunavirus	Genus	2.1e-31
ViPhOG849	Simplexvirus	Genus	6.8e-18
ViPhOG25940	Yatapoxvirus	Genus	2.5e-40
ViPhOG3525	Avipoxvirus	Genus	1.1e-48
ViPhOG8557	Cytomegalovirus	Genus	1.4e-35
ViPhOG18701	Abouovirus	Genus	2.9e-107
ViPhOG13151	Mimivirus	Genus	0.00093
ViPhOG2993	Aparavirus	Genus	6.9e-167
ViPhOG9578	Alphabaculovirus	Genus	3.5e-10
ViPhOG12483	Fromanvirus	Genus	4.3e-33
ViPhOG7433	Mimivirus	Genus	9.8e-60
ViPhOG30724	Pecentumvirus	Genus	2.1e-53
ViPhOG799	Simplexvirus	Genus	6.4e-07
ViPhOG2460	Ranavirus	Genus	4.8e-12
ViPhOG8483	Cytomegalovirus	Genus	1.3e-36
ViPhOG11014	Bixzunavirus	Genus	1.4e-60
ViPhOG3505	Avipoxvirus	Genus	2.6e-42
ViPhOG13524	Certrevirus	Genus	5.4e-46
ViPhOG27133	Ophiovirus	Genus	1.6e-87
ViPhOG765	Amalgavirus	Genus	2.3e-39
ViPhOG28132	Baltimorevirus	Genus	4.2e-18
ViPhOG14520	Timquatrovirus	Genus	5.2e-22
ViPhOG25144	Chlorovirus	Genus	4.4e-54
ViPhOG20935	Simplexvirus	Genus	1.9e-14
ViPhOG1494	Orthopoxvirus	Genus	4.6e-61
ViPhOG20880	Seunavirus	Genus	2.1e-31
ViPhOG15980	Bequatrovirus	Genus	1e-66
ViPhOG22738	Nonagvirus	Genus	1.6e-65
ViPhOG23285	Slashvirus	Genus	2.2e-76
ViPhOG3562	Badnavirus	Genus	0.00096
ViPhOG10932	Bixzunavirus	Genus	1.7e-16
ViPhOG8476	Cytomegalovirus	Genus	8.6e-08
ViPhOG11082	Kostyavirus	Genus	5.7e-40
ViPhOG18358	Proboscivirus	Genus	4.7e-25
ViPhOG8598	Cytomegalovirus	Genus	8.6e-20
ViPhOG950	Alphamesonivirus	Genus	0.0
ViPhOG29446	Bastillevirus	Genus	2.7e-40
ViPhOG3959	Muromegalovirus	Genus	1.2e-170
ViPhOG258	Closterovirus	Genus	4e-76
ViPhOG19290	Pandoravirus	Genus	6.2e-10
ViPhOG16038	Tsarbombavirus	Genus	2.7e-58
ViPhOG13531	Suspvirus	Genus	2.2e-07
ViPhOG6758	Tequintavirus	Genus	5.4e-51
ViPhOG15222	Mimivirus	Genus	8.2e-09
ViPhOG19542	Pandoravirus	Genus	3.3e-27
ViPhOG3340	Orthobornavirus	Genus	6.6e-280
ViPhOG11173	Kostyavirus	Genus	1.3e-67
ViPhOG15998	Bequatrovirus	Genus	1.4e-36
ViPhOG11723	Copiparvovirus	Genus	1.5e-57
ViPhOG16048	Caeruleovirus	Genus	2.1e-48
ViPhOG28339	Cimpunavirus	Genus	8.1e-249
ViPhOG3965	Muromegalovirus	Genus	4.3e-161
ViPhOG1385	Hypovirus	Genus	3.4e-13
ViPhOG6376	Cytomegalovirus	Genus	1.2e-27
ViPhOG16062	Caeruleovirus	Genus	3.4e-38
ViPhOG10185	Poacevirus	Genus	2.2e-62
ViPhOG30878	Bastillevirus	Genus	3.8e-42
ViPhOG14302	Cheoctovirus	Genus	9.4e-25
ViPhOG14200	Fromanvirus	Genus	9.2e-06
ViPhOG14253	Cheoctovirus	Genus	3.8e-45
ViPhOG2172	Whispovirus	Genus	5.7e-138
ViPhOG13990	Omegavirus	Genus	1.1e-65
ViPhOG10015	Bixzunavirus	Genus	3.6e-70
ViPhOG22625	Gaprivervirus	Genus	2.1e-39
ViPhOG13679	Kolesnikvirus	Genus	7e-44
ViPhOG13660	Rhadinovirus	Genus	4.6e-24
ViPhOG8487	Cytomegalovirus	Genus	3.4e-28
ViPhOG14531	Bongovirus	Genus	2.1e-53
ViPhOG15134	Mimivirus	Genus	1.3e-10
ViPhOG23800	Tinduovirus	Genus	5.1e-45
ViPhOG341	Varicellovirus	Genus	1.6e-26
ViPhOG20692	Alphaendornavirus	Genus	3.3e-10
ViPhOG10068	Ipomovirus	Genus	5.2e-05
ViPhOG9992	Bixzunavirus	Genus	7.6e-215
ViPhOG29589	Bequatrovirus	Genus	2.4e-102
ViPhOG26400	Vidavervirus	Genus	1.8e-39
ViPhOG245	Closterovirus	Genus	1.5e-36
ViPhOG8821	Orthopoxvirus	Genus	9e-34
ViPhOG25511	Sobemovirus	Genus	0.0001
ViPhOG3966	Muromegalovirus	Genus	2.9e-164
ViPhOG14307	Cheoctovirus	Genus	1.4e-15
ViPhOG9956	Bixzunavirus	Genus	1.6e-97
ViPhOG12068	Capulavirus	Genus	1.5e-33
ViPhOG3178	Alphabaculovirus	Genus	1.6e-13
ViPhOG22508	Percavirus	Genus	7e-46
ViPhOG10062	Ipomovirus	Genus	8.5e-38
ViPhOG17709	Mimivirus	Genus	3.5e-09
ViPhOG1151	Caulimovirus	Genus	8.5e-05
ViPhOG18941	Pandoravirus	Genus	4.4e-79
